Date,PetrolPump_Name,Location,Product_Type,Quantity,Rate_per_KL ,Total_Amount,PO_Number,PO_Date,Dispatch_Date,Invoice_No.,Payment_Status,Remarks,Stockout_Flag,Dispatch_Time_hrs,Delivered_On_Time,Tank_Temp_C,Tank_Temp_Alert,Sludge_Level_%,Sludge_Alert,Tank_Cleaning_Scheduled
14-05-2025,Highway Pumps,Seoni,XP100,12,72500,870000,IOCL/SEO/13836,10-05-2025,14-05-2025,INV13836,Paid,Awaiting payment,No,96,No,47.5,No,9.7,Yes,Scheduled
25-05-2025,Bharat Filling Station,Seoni,XP95,17,74000,1258000,IOCL/SEO/13837,21-05-2025,25-05-2025,INV13837,Pending,Cancelled due to issue,No,96,No,48.8,No,8.5,Yes,Not Scheduled
02-05-2025,ABC Fuels,Jabalpur,XP95,26,72500,1885000,IOCL/JAB/13838,30-04-2025,02-05-2025,INV13838,Pending,Awaiting payment,No,48,Yes,53.8,No,5.2,No,Not Scheduled
04-05-2025,XYZ Petroleum,Sagar,MS (Petrol),11,79000,869000,IOCL/SAG/13839,30-04-2025,04-05-2025,INV13839,Paid,Delivered on time,No,96,No,40.7,No,7.6,Yes,Not Scheduled
28-05-2025,SpeedWay Fuels,Seoni,MS (Petrol),12,79000,948000,IOCL/SEO/13840,24-05-2025,28-05-2025,INV13840,Paid,Awaiting payment,No,96,No,48.6,No,2.2,No,Not Scheduled
01-05-2025,Highway Pumps,Damoh,XP95,24,74000,1776000,IOCL/DAM/13841,30-04-2025,01-05-2025,INV13841,Paid,Cancelled due to issue,Yes,24,Yes,52.8,No,5.6,No,Not Scheduled
01-05-2025,Bharat Filling Station,Sagar,MS (Petrol),21,81500,1711500,IOCL/SAG/13842,29-04-2025,01-05-2025,INV13842,Pending,Delivered on time,No,48,Yes,43.6,No,3.5,No,Not Scheduled
05-05-2025,SpeedWay Fuels,Mandla,XP100,14,79000,1106000,IOCL/MAN/13843,03-05-2025,05-05-2025,INV13843,Paid,Delivered on time,No,48,Yes,53.1,No,2.5,No,Not Scheduled
16-05-2025,Bharat Filling Station,Sagar,HSD (Diesel),20,72500,1450000,IOCL/SAG/13844,15-05-2025,16-05-2025,INV13844,Pending,Delivered on time,No,24,Yes,40.3,No,4.8,No,Not Scheduled
18-05-2025,Highway Pumps,Sagar,XP95,13,74000,962000,IOCL/SAG/13845,15-05-2025,18-05-2025,INV13845,Paid,Partially delivered,No,72,Yes,51,No,2.2,No,Not Scheduled
12-05-2025,ABC Fuels,Chhindwara,XP100,27,72500,1957500,IOCL/CHH/13846,09-05-2025,12-05-2025,INV13846,Pending,Awaiting payment,No,72,Yes,54,No,7.3,Yes,Not Scheduled
08-05-2025,ABC Fuels,Sagar,XP100,26,72500,1885000,IOCL/SAG/13847,07-05-2025,08-05-2025,INV13847,Paid,Awaiting payment,No,24,Yes,49.9,No,5.1,No,Not Scheduled
22-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),10,74000,740000,IOCL/NAR/13848,21-05-2025,22-05-2025,INV13848,Paid,Cancelled due to issue,No,24,Yes,46.6,No,5.8,No,Not Scheduled
16-05-2025,Highway Pumps,Narsinghpur,XP95,19,74000,1406000,IOCL/NAR/13849,15-05-2025,16-05-2025,INV13849,Paid,Cancelled due to issue,Yes,24,Yes,40.7,No,2.3,No,Not Scheduled
20-05-2025,XYZ Petroleum,Jabalpur,XP95,5,74000,370000,IOCL/JAB/13850,17-05-2025,20-05-2025,INV13850,Paid,Delivered on time,No,72,Yes,53.8,No,2.3,No,Not Scheduled
13-05-2025,Bharat Filling Station,Narsinghpur,XP95,28,72500,2030000,IOCL/NAR/13851,10-05-2025,13-05-2025,INV13851,Paid,Partially delivered,No,72,Yes,47.1,No,6.3,No,Scheduled
29-05-2025,ABC Fuels,Damoh,HSD (Diesel),26,81500,2119000,IOCL/DAM/13852,24-05-2025,29-05-2025,INV13852,Paid,Awaiting payment,No,120,No,40.4,No,9.9,Yes,Scheduled
03-05-2025,SpeedWay Fuels,Katni,MS (Petrol),25,81500,2037500,IOCL/KAT/13853,29-04-2025,03-05-2025,INV13853,Pending,Cancelled due to issue,No,96,No,50.3,No,1.9,No,Not Scheduled
08-05-2025,SpeedWay Fuels,Seoni,XP100,17,81500,1385500,IOCL/SEO/13854,04-05-2025,08-05-2025,INV13854,Pending,Awaiting payment,No,96,No,47.2,No,3.6,No,Not Scheduled
20-05-2025,ABC Fuels,Seoni,HSD (Diesel),28,81500,2282000,IOCL/SEO/13855,18-05-2025,20-05-2025,INV13855,Pending,Delivered on time,Yes,48,Yes,41.9,No,8.8,Yes,Not Scheduled
08-05-2025,Highway Pumps,Chhindwara,XP95,18,79000,1422000,IOCL/CHH/13856,06-05-2025,08-05-2025,INV13856,Pending,Delivered on time,No,48,Yes,43.2,No,1.7,No,Not Scheduled
17-05-2025,SpeedWay Fuels,Narsinghpur,XP100,5,79000,395000,IOCL/NAR/13857,14-05-2025,17-05-2025,INV13857,Pending,Partially delivered,No,72,Yes,41,No,8.9,Yes,Not Scheduled
09-05-2025,Bharat Filling Station,Narsinghpur,MS (Petrol),16,81500,1304000,IOCL/NAR/13858,06-05-2025,09-05-2025,INV13858,Paid,Delivered on time,No,72,Yes,48.6,No,5.7,No,Not Scheduled
02-05-2025,XYZ Petroleum,Mandla,HSD (Diesel),16,79000,1264000,IOCL/MAN/13859,28-04-2025,02-05-2025,INV13859,Pending,Awaiting payment,No,96,No,49.3,No,4.7,No,Not Scheduled
01-05-2025,Bharat Filling Station,Katni,XP100,6,72500,435000,IOCL/KAT/13860,27-04-2025,01-05-2025,INV13860,Pending,Awaiting payment,No,96,No,47.6,No,3.8,No,Not Scheduled
19-05-2025,Bharat Filling Station,Seoni,XP95,29,81500,2363500,IOCL/SEO/13861,15-05-2025,19-05-2025,INV13861,Pending,Delivered on time,No,96,No,52.3,No,3.7,No,Not Scheduled
31-05-2025,SpeedWay Fuels,Jabalpur,MS (Petrol),20,72500,1450000,IOCL/JAB/13862,26-05-2025,31-05-2025,INV13862,Paid,Cancelled due to issue,No,120,No,52.9,No,3.8,No,Scheduled
25-05-2025,SpeedWay Fuels,Damoh,XP95,25,74000,1850000,IOCL/DAM/13863,23-05-2025,25-05-2025,INV13863,Paid,Partially delivered,No,48,Yes,49.2,No,9,Yes,Scheduled
07-05-2025,XYZ Petroleum,Sagar,XP95,19,72500,1377500,IOCL/SAG/13864,03-05-2025,07-05-2025,INV13864,Pending,Delivered on time,No,96,No,40.2,No,7.5,Yes,Not Scheduled
09-05-2025,Bharat Filling Station,Chhindwara,HSD (Diesel),16,79000,1264000,IOCL/CHH/13865,06-05-2025,09-05-2025,INV13865,Pending,Awaiting payment,No,72,Yes,50.4,No,7,No,Not Scheduled
19-05-2025,SpeedWay Fuels,Narsinghpur,MS (Petrol),13,72500,942500,IOCL/NAR/13866,16-05-2025,19-05-2025,INV13866,Paid,Cancelled due to issue,No,72,Yes,46.3,No,8.2,Yes,Not Scheduled
09-05-2025,Bharat Filling Station,Damoh,MS (Petrol),8,74000,592000,IOCL/DAM/13867,08-05-2025,09-05-2025,INV13867,Paid,Partially delivered,No,24,Yes,48.5,No,3.3,No,Not Scheduled
17-05-2025,Highway Pumps,Chhindwara,XP100,30,79000,2370000,IOCL/CHH/13868,13-05-2025,17-05-2025,INV13868,Paid,Partially delivered,No,96,No,49.7,No,6.6,No,Scheduled
28-05-2025,Highway Pumps,Katni,XP95,28,81500,2282000,IOCL/KAT/13869,27-05-2025,28-05-2025,INV13869,Pending,Delivered on time,Yes,24,Yes,45.3,No,5.1,No,Not Scheduled
22-05-2025,Bharat Filling Station,Chhindwara,XP100,29,79000,2291000,IOCL/CHH/13870,21-05-2025,22-05-2025,INV13870,Paid,Partially delivered,No,24,Yes,53.8,No,8,Yes,Scheduled
13-05-2025,XYZ Petroleum,Sagar,MS (Petrol),18,74000,1332000,IOCL/SAG/13871,10-05-2025,13-05-2025,INV13871,Pending,Awaiting payment,No,72,Yes,42,No,3.8,No,Not Scheduled
30-05-2025,XYZ Petroleum,Jabalpur,XP95,29,81500,2363500,IOCL/JAB/13872,25-05-2025,30-05-2025,INV13872,Pending,Partially delivered,No,120,No,50.1,No,6.8,No,Not Scheduled
28-05-2025,SpeedWay Fuels,Seoni,XP100,22,81500,1793000,IOCL/SEO/13873,24-05-2025,28-05-2025,INV13873,Pending,Cancelled due to issue,No,96,No,40.1,No,8.9,Yes,Scheduled
29-05-2025,Highway Pumps,Seoni,HSD (Diesel),12,74000,888000,IOCL/SEO/13874,28-05-2025,29-05-2025,INV13874,Paid,Awaiting payment,Yes,24,Yes,53.9,No,4.6,No,Not Scheduled
09-05-2025,Bharat Filling Station,Damoh,XP100,7,79000,553000,IOCL/DAM/13875,06-05-2025,09-05-2025,INV13875,Pending,Partially delivered,No,72,Yes,41.7,No,1.6,No,Not Scheduled
29-05-2025,ABC Fuels,Mandla,XP95,7,81500,570500,IOCL/MAN/13876,24-05-2025,29-05-2025,INV13876,Paid,Awaiting payment,No,120,No,41.4,No,5.6,No,Scheduled
16-05-2025,XYZ Petroleum,Sagar,HSD (Diesel),21,74000,1554000,IOCL/SAG/13877,14-05-2025,16-05-2025,INV13877,Pending,Delivered on time,No,48,Yes,45,No,4.1,No,Not Scheduled
01-05-2025,Bharat Filling Station,Damoh,XP100,5,74000,370000,IOCL/DAM/13878,29-04-2025,01-05-2025,INV13878,Paid,Delivered on time,No,48,Yes,45.6,No,7.1,Yes,Not Scheduled
09-05-2025,XYZ Petroleum,Chhindwara,MS (Petrol),20,74000,1480000,IOCL/CHH/13879,07-05-2025,09-05-2025,INV13879,Pending,Awaiting payment,No,48,Yes,43.2,No,9.6,Yes,Scheduled
23-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),8,81500,652000,IOCL/CHH/13880,21-05-2025,23-05-2025,INV13880,Pending,Cancelled due to issue,No,48,Yes,48.8,No,5.4,No,Scheduled
30-05-2025,ABC Fuels,Chhindwara,XP95,7,72500,507500,IOCL/CHH/13881,27-05-2025,30-05-2025,INV13881,Pending,Cancelled due to issue,No,72,Yes,46.6,No,5.2,No,Not Scheduled
15-05-2025,Highway Pumps,Katni,MS (Petrol),8,79000,632000,IOCL/KAT/13882,10-05-2025,15-05-2025,INV13882,Paid,Delivered on time,No,120,No,40.5,No,6.9,No,Not Scheduled
20-05-2025,XYZ Petroleum,Sagar,XP100,21,81500,1711500,IOCL/SAG/13883,19-05-2025,20-05-2025,INV13883,Paid,Delivered on time,No,24,Yes,44.8,No,1.9,No,Not Scheduled
19-05-2025,Bharat Filling Station,Narsinghpur,MS (Petrol),26,79000,2054000,IOCL/NAR/13884,16-05-2025,19-05-2025,INV13884,Paid,Awaiting payment,No,72,Yes,52.2,No,3.3,No,Not Scheduled
14-05-2025,Bharat Filling Station,Jabalpur,MS (Petrol),15,81500,1222500,IOCL/JAB/13885,11-05-2025,14-05-2025,INV13885,Paid,Partially delivered,No,72,Yes,50.3,No,9.3,Yes,Not Scheduled
21-05-2025,ABC Fuels,Mandla,XP95,29,79000,2291000,IOCL/MAN/13886,19-05-2025,21-05-2025,INV13886,Paid,Partially delivered,No,48,Yes,50.9,No,7,No,Not Scheduled
20-05-2025,SpeedWay Fuels,Damoh,MS (Petrol),21,81500,1711500,IOCL/DAM/13887,16-05-2025,20-05-2025,INV13887,Pending,Partially delivered,No,96,No,50.5,No,1.1,No,Not Scheduled
14-05-2025,SpeedWay Fuels,Chhindwara,MS (Petrol),29,81500,2363500,IOCL/CHH/13888,10-05-2025,14-05-2025,INV13888,Paid,Partially delivered,No,96,No,44.7,No,2.8,No,Not Scheduled
11-05-2025,Bharat Filling Station,Seoni,MS (Petrol),26,79000,2054000,IOCL/SEO/13889,10-05-2025,11-05-2025,INV13889,Paid,Awaiting payment,No,24,Yes,41.5,No,7.1,Yes,Scheduled
16-05-2025,XYZ Petroleum,Seoni,MS (Petrol),17,79000,1343000,IOCL/SEO/13890,15-05-2025,16-05-2025,INV13890,Paid,Partially delivered,No,24,Yes,44.1,No,7.9,Yes,Not Scheduled
10-05-2025,Bharat Filling Station,Mandla,HSD (Diesel),29,74000,2146000,IOCL/MAN/13891,09-05-2025,10-05-2025,INV13891,Pending,Awaiting payment,No,24,Yes,52.5,No,8.6,Yes,Not Scheduled
26-05-2025,XYZ Petroleum,Chhindwara,XP95,24,72500,1740000,IOCL/CHH/13892,21-05-2025,26-05-2025,INV13892,Paid,Delivered on time,No,120,No,54.7,No,3.6,No,Not Scheduled
11-05-2025,Bharat Filling Station,Chhindwara,XP100,13,79000,1027000,IOCL/CHH/13893,06-05-2025,11-05-2025,INV13893,Paid,Cancelled due to issue,No,120,No,47.4,No,9.4,Yes,Not Scheduled
03-05-2025,ABC Fuels,Narsinghpur,XP95,9,81500,733500,IOCL/NAR/13894,02-05-2025,03-05-2025,INV13894,Paid,Delivered on time,No,24,Yes,40.1,No,6,No,Not Scheduled
19-05-2025,Highway Pumps,Jabalpur,MS (Petrol),14,81500,1141000,IOCL/JAB/13895,16-05-2025,19-05-2025,INV13895,Paid,Delivered on time,No,72,Yes,42.1,No,7.3,Yes,Not Scheduled
21-05-2025,XYZ Petroleum,Narsinghpur,XP95,17,74000,1258000,IOCL/NAR/13896,18-05-2025,21-05-2025,INV13896,Pending,Awaiting payment,No,72,Yes,44.8,No,6.4,No,Not Scheduled
15-05-2025,XYZ Petroleum,Sagar,MS (Petrol),28,72500,2030000,IOCL/SAG/13897,11-05-2025,15-05-2025,INV13897,Pending,Partially delivered,No,96,No,48.7,No,2.1,No,Not Scheduled
09-05-2025,Highway Pumps,Damoh,XP100,30,81500,2445000,IOCL/DAM/13898,08-05-2025,09-05-2025,INV13898,Paid,Cancelled due to issue,No,24,Yes,41.1,No,9.7,Yes,Scheduled
02-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),6,79000,474000,IOCL/CHH/13899,29-04-2025,02-05-2025,INV13899,Pending,Partially delivered,No,72,Yes,54.2,No,2.1,No,Not Scheduled
08-05-2025,SpeedWay Fuels,Narsinghpur,XP100,22,79000,1738000,IOCL/NAR/13900,06-05-2025,08-05-2025,INV13900,Pending,Delivered on time,No,48,Yes,45.5,No,3.3,No,Not Scheduled
04-05-2025,ABC Fuels,Chhindwara,XP95,27,81500,2200500,IOCL/CHH/13901,29-04-2025,04-05-2025,INV13901,Paid,Delivered on time,No,120,No,53.7,No,8.3,Yes,Not Scheduled
23-05-2025,Bharat Filling Station,Chhindwara,HSD (Diesel),21,81500,1711500,IOCL/CHH/13902,20-05-2025,23-05-2025,INV13902,Paid,Partially delivered,No,72,Yes,51.7,No,6.6,No,Not Scheduled
18-05-2025,Bharat Filling Station,Katni,XP100,9,74000,666000,IOCL/KAT/13903,13-05-2025,18-05-2025,INV13903,Paid,Cancelled due to issue,No,120,No,51.3,No,8.5,Yes,Not Scheduled
17-05-2025,ABC Fuels,Mandla,XP100,7,79000,553000,IOCL/MAN/13904,13-05-2025,17-05-2025,INV13904,Paid,Partially delivered,No,96,No,49.1,No,5.6,No,Scheduled
28-05-2025,XYZ Petroleum,Sagar,HSD (Diesel),5,72500,362500,IOCL/SAG/13905,27-05-2025,28-05-2025,INV13905,Pending,Cancelled due to issue,No,24,Yes,49.4,No,4.4,No,Not Scheduled
23-05-2025,Bharat Filling Station,Katni,XP95,6,81500,489000,IOCL/KAT/13906,20-05-2025,23-05-2025,INV13906,Pending,Partially delivered,No,72,Yes,49.6,No,9.3,Yes,Not Scheduled
26-05-2025,ABC Fuels,Jabalpur,MS (Petrol),19,72500,1377500,IOCL/JAB/13907,21-05-2025,26-05-2025,INV13907,Pending,Delivered on time,No,120,No,49.4,No,1.3,No,Not Scheduled
30-05-2025,Highway Pumps,Mandla,MS (Petrol),23,72500,1667500,IOCL/MAN/13908,29-05-2025,30-05-2025,INV13908,Paid,Cancelled due to issue,No,24,Yes,48.3,No,8.7,Yes,Not Scheduled
21-05-2025,XYZ Petroleum,Mandla,MS (Petrol),20,74000,1480000,IOCL/MAN/13909,17-05-2025,21-05-2025,INV13909,Pending,Awaiting payment,No,96,No,54.8,No,3.1,No,Not Scheduled
29-05-2025,ABC Fuels,Seoni,XP95,20,72500,1450000,IOCL/SEO/13910,28-05-2025,29-05-2025,INV13910,Paid,Cancelled due to issue,Yes,24,Yes,51,No,8.6,Yes,Not Scheduled
22-05-2025,SpeedWay Fuels,Jabalpur,XP100,27,74000,1998000,IOCL/JAB/13911,17-05-2025,22-05-2025,INV13911,Paid,Cancelled due to issue,No,120,No,51.7,No,2.3,No,Not Scheduled
13-05-2025,XYZ Petroleum,Narsinghpur,XP100,9,72500,652500,IOCL/NAR/13912,12-05-2025,13-05-2025,INV13912,Paid,Partially delivered,Yes,24,Yes,53.1,No,6.2,No,Not Scheduled
05-05-2025,SpeedWay Fuels,Katni,XP100,18,74000,1332000,IOCL/KAT/13913,04-05-2025,05-05-2025,INV13913,Paid,Cancelled due to issue,No,24,Yes,43.2,No,9,Yes,Not Scheduled
05-05-2025,ABC Fuels,Katni,HSD (Diesel),11,72500,797500,IOCL/KAT/13914,30-04-2025,05-05-2025,INV13914,Pending,Partially delivered,No,120,No,41.3,No,5.3,No,Not Scheduled
07-05-2025,Bharat Filling Station,Damoh,HSD (Diesel),11,79000,869000,IOCL/DAM/13915,02-05-2025,07-05-2025,INV13915,Paid,Cancelled due to issue,No,120,No,47.2,No,7.7,Yes,Not Scheduled
08-05-2025,SpeedWay Fuels,Chhindwara,XP100,21,74000,1554000,IOCL/CHH/13916,05-05-2025,08-05-2025,INV13916,Pending,Delivered on time,No,72,Yes,47.7,No,8.2,Yes,Not Scheduled
20-05-2025,Bharat Filling Station,Chhindwara,HSD (Diesel),28,74000,2072000,IOCL/CHH/13917,18-05-2025,20-05-2025,INV13917,Paid,Cancelled due to issue,No,48,Yes,52.4,No,7.6,Yes,Not Scheduled
05-05-2025,XYZ Petroleum,Seoni,MS (Petrol),25,74000,1850000,IOCL/SEO/13918,30-04-2025,05-05-2025,INV13918,Paid,Cancelled due to issue,No,120,No,46.7,No,9.3,Yes,Not Scheduled
11-05-2025,ABC Fuels,Mandla,MS (Petrol),21,81500,1711500,IOCL/MAN/13919,10-05-2025,11-05-2025,INV13919,Pending,Partially delivered,No,24,Yes,48.6,No,5,No,Not Scheduled
10-05-2025,ABC Fuels,Mandla,XP95,27,79000,2133000,IOCL/MAN/13920,06-05-2025,10-05-2025,INV13920,Pending,Partially delivered,No,96,No,47.9,No,2.6,No,Not Scheduled
07-05-2025,SpeedWay Fuels,Narsinghpur,HSD (Diesel),11,81500,896500,IOCL/NAR/13921,02-05-2025,07-05-2025,INV13921,Paid,Cancelled due to issue,No,120,No,40.6,No,1.4,No,Scheduled
02-05-2025,SpeedWay Fuels,Narsinghpur,HSD (Diesel),13,72500,942500,IOCL/NAR/13922,01-05-2025,02-05-2025,INV13922,Pending,Delivered on time,No,24,Yes,49.2,No,3.2,No,Not Scheduled
16-05-2025,Bharat Filling Station,Chhindwara,XP100,20,79000,1580000,IOCL/CHH/13923,14-05-2025,16-05-2025,INV13923,Pending,Delivered on time,No,48,Yes,52.4,No,2.3,No,Scheduled
01-05-2025,SpeedWay Fuels,Mandla,XP95,15,81500,1222500,IOCL/MAN/13924,26-04-2025,01-05-2025,INV13924,Pending,Awaiting payment,No,120,No,42.4,No,6,No,Not Scheduled
16-05-2025,XYZ Petroleum,Damoh,XP100,11,81500,896500,IOCL/DAM/13925,14-05-2025,16-05-2025,INV13925,Paid,Cancelled due to issue,Yes,48,Yes,48.9,No,2.7,No,Not Scheduled
28-05-2025,XYZ Petroleum,Damoh,XP100,9,79000,711000,IOCL/DAM/13926,25-05-2025,28-05-2025,INV13926,Pending,Cancelled due to issue,No,72,Yes,48.9,No,1.4,No,Not Scheduled
24-05-2025,XYZ Petroleum,Katni,MS (Petrol),17,79000,1343000,IOCL/KAT/13927,23-05-2025,24-05-2025,INV13927,Pending,Awaiting payment,No,24,Yes,42.5,No,1.3,No,Not Scheduled
14-05-2025,ABC Fuels,Narsinghpur,HSD (Diesel),23,72500,1667500,IOCL/NAR/13928,12-05-2025,14-05-2025,INV13928,Pending,Partially delivered,No,48,Yes,41.9,No,8.5,Yes,Scheduled
08-05-2025,ABC Fuels,Mandla,MS (Petrol),24,81500,1956000,IOCL/MAN/13929,07-05-2025,08-05-2025,INV13929,Pending,Awaiting payment,No,24,Yes,54.7,No,6.3,No,Not Scheduled
17-05-2025,ABC Fuels,Chhindwara,XP100,26,79000,2054000,IOCL/CHH/13930,16-05-2025,17-05-2025,INV13930,Paid,Awaiting payment,No,24,Yes,45.9,No,4.2,No,Not Scheduled
28-05-2025,SpeedWay Fuels,Chhindwara,XP100,20,74000,1480000,IOCL/CHH/13931,24-05-2025,28-05-2025,INV13931,Paid,Cancelled due to issue,No,96,No,43.4,No,9,Yes,Not Scheduled
13-05-2025,SpeedWay Fuels,Narsinghpur,XP100,7,72500,507500,IOCL/NAR/13932,10-05-2025,13-05-2025,INV13932,Paid,Delivered on time,No,72,Yes,42.6,No,1.6,No,Not Scheduled
18-05-2025,SpeedWay Fuels,Jabalpur,XP95,29,81500,2363500,IOCL/JAB/13933,13-05-2025,18-05-2025,INV13933,Pending,Delivered on time,No,120,No,50,No,9.8,Yes,Not Scheduled
11-05-2025,SpeedWay Fuels,Jabalpur,HSD (Diesel),15,79000,1185000,IOCL/JAB/13934,06-05-2025,11-05-2025,INV13934,Paid,Cancelled due to issue,No,120,No,49.1,No,6.5,No,Not Scheduled
25-05-2025,XYZ Petroleum,Jabalpur,XP95,18,74000,1332000,IOCL/JAB/13935,21-05-2025,25-05-2025,INV13935,Paid,Cancelled due to issue,No,96,No,49.7,No,2.7,No,Not Scheduled
03-05-2025,SpeedWay Fuels,Jabalpur,HSD (Diesel),6,72500,435000,IOCL/JAB/13936,29-04-2025,03-05-2025,INV13936,Paid,Partially delivered,No,96,No,41.3,No,7.1,Yes,Not Scheduled
08-05-2025,XYZ Petroleum,Chhindwara,HSD (Diesel),19,81500,1548500,IOCL/CHH/13937,05-05-2025,08-05-2025,INV13937,Paid,Partially delivered,No,72,Yes,53.4,No,7.9,Yes,Not Scheduled
16-05-2025,SpeedWay Fuels,Chhindwara,MS (Petrol),7,72500,507500,IOCL/CHH/13938,13-05-2025,16-05-2025,INV13938,Pending,Partially delivered,No,72,Yes,45.8,No,4.9,No,Scheduled
31-05-2025,Highway Pumps,Katni,XP95,11,74000,814000,IOCL/KAT/13939,26-05-2025,31-05-2025,INV13939,Paid,Awaiting payment,No,120,No,44.7,No,8.8,Yes,Not Scheduled
13-05-2025,ABC Fuels,Chhindwara,HSD (Diesel),23,81500,1874500,IOCL/CHH/13940,10-05-2025,13-05-2025,INV13940,Paid,Cancelled due to issue,No,72,Yes,46.9,No,2.4,No,Not Scheduled
18-05-2025,Bharat Filling Station,Narsinghpur,XP100,28,79000,2212000,IOCL/NAR/13941,14-05-2025,18-05-2025,INV13941,Paid,Cancelled due to issue,No,96,No,45.9,No,3.5,No,Scheduled
27-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),26,81500,2119000,IOCL/NAR/13942,24-05-2025,27-05-2025,INV13942,Pending,Cancelled due to issue,No,72,Yes,53,No,1.8,No,Not Scheduled
27-05-2025,ABC Fuels,Sagar,XP100,15,79000,1185000,IOCL/SAG/13943,26-05-2025,27-05-2025,INV13943,Paid,Delivered on time,No,24,Yes,53.9,No,2.9,No,Not Scheduled
02-05-2025,XYZ Petroleum,Seoni,MS (Petrol),5,81500,407500,IOCL/SEO/13944,29-04-2025,02-05-2025,INV13944,Pending,Awaiting payment,No,72,Yes,44.6,No,3.1,No,Not Scheduled
01-05-2025,Highway Pumps,Sagar,XP100,10,74000,740000,IOCL/SAG/13945,27-04-2025,01-05-2025,INV13945,Paid,Partially delivered,Yes,96,No,53,No,9.3,Yes,Not Scheduled
23-05-2025,ABC Fuels,Katni,MS (Petrol),21,74000,1554000,IOCL/KAT/13946,18-05-2025,23-05-2025,INV13946,Pending,Awaiting payment,No,120,No,51.7,No,1.7,No,Scheduled
24-05-2025,XYZ Petroleum,Jabalpur,XP100,14,74000,1036000,IOCL/JAB/13947,19-05-2025,24-05-2025,INV13947,Paid,Awaiting payment,No,120,No,54,No,4.8,No,Not Scheduled
03-05-2025,ABC Fuels,Damoh,MS (Petrol),10,81500,815000,IOCL/DAM/13948,30-04-2025,03-05-2025,INV13948,Paid,Cancelled due to issue,No,72,Yes,43.7,No,5.8,No,Not Scheduled
15-05-2025,Bharat Filling Station,Narsinghpur,MS (Petrol),16,81500,1304000,IOCL/NAR/13949,10-05-2025,15-05-2025,INV13949,Paid,Cancelled due to issue,No,120,No,48.7,No,9.1,Yes,Not Scheduled
08-05-2025,Bharat Filling Station,Sagar,HSD (Diesel),9,74000,666000,IOCL/SAG/13950,07-05-2025,08-05-2025,INV13950,Pending,Awaiting payment,Yes,24,Yes,44.1,No,10,Yes,Not Scheduled
05-05-2025,XYZ Petroleum,Damoh,XP100,6,72500,435000,IOCL/DAM/13951,04-05-2025,05-05-2025,INV13951,Paid,Delivered on time,No,24,Yes,52.4,No,7.8,Yes,Scheduled
29-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),20,74000,1480000,IOCL/NAR/13952,24-05-2025,29-05-2025,INV13952,Paid,Delivered on time,No,120,No,40.1,No,9.7,Yes,Not Scheduled
21-05-2025,XYZ Petroleum,Narsinghpur,HSD (Diesel),9,79000,711000,IOCL/NAR/13953,19-05-2025,21-05-2025,INV13953,Pending,Partially delivered,No,48,Yes,48.5,No,8.1,Yes,Not Scheduled
31-05-2025,ABC Fuels,Narsinghpur,HSD (Diesel),7,72500,507500,IOCL/NAR/13954,27-05-2025,31-05-2025,INV13954,Pending,Partially delivered,No,96,No,45.1,No,9.7,Yes,Not Scheduled
06-05-2025,SpeedWay Fuels,Jabalpur,HSD (Diesel),6,72500,435000,IOCL/JAB/13955,05-05-2025,06-05-2025,INV13955,Pending,Delivered on time,No,24,Yes,44.8,No,7.4,Yes,Not Scheduled
11-05-2025,Bharat Filling Station,Jabalpur,XP95,25,72500,1812500,IOCL/JAB/13956,10-05-2025,11-05-2025,INV13956,Paid,Partially delivered,No,24,Yes,49.7,No,1.7,No,Not Scheduled
01-05-2025,ABC Fuels,Mandla,MS (Petrol),10,79000,790000,IOCL/MAN/13957,30-04-2025,01-05-2025,INV13957,Paid,Delivered on time,No,24,Yes,52.8,No,4.6,No,Not Scheduled
06-05-2025,SpeedWay Fuels,Chhindwara,HSD (Diesel),21,74000,1554000,IOCL/CHH/13958,02-05-2025,06-05-2025,INV13958,Pending,Delivered on time,Yes,96,No,49.1,No,6.8,No,Not Scheduled
07-05-2025,Bharat Filling Station,Jabalpur,XP100,12,72500,870000,IOCL/JAB/13959,03-05-2025,07-05-2025,INV13959,Paid,Partially delivered,Yes,96,No,52.8,No,4.2,No,Not Scheduled
20-05-2025,Highway Pumps,Seoni,HSD (Diesel),24,72500,1740000,IOCL/SEO/13960,19-05-2025,20-05-2025,INV13960,Pending,Partially delivered,No,24,Yes,44,No,3.5,No,Not Scheduled
04-05-2025,ABC Fuels,Mandla,XP95,17,72500,1232500,IOCL/MAN/13961,30-04-2025,04-05-2025,INV13961,Pending,Cancelled due to issue,No,96,No,47.8,No,6.2,No,Scheduled
03-05-2025,Bharat Filling Station,Jabalpur,XP95,22,74000,1628000,IOCL/JAB/13962,30-04-2025,03-05-2025,INV13962,Paid,Partially delivered,Yes,72,Yes,46.8,No,9.4,Yes,Not Scheduled
30-05-2025,XYZ Petroleum,Katni,XP100,15,74000,1110000,IOCL/KAT/13963,26-05-2025,30-05-2025,INV13963,Paid,Partially delivered,No,96,No,40.2,No,1.3,No,Not Scheduled
